"UBDEP";"UBPRV";"UBDIS";"UBLOC";"COREG";"NODEP";"NOPRV";"NODIS";"CPDIS";"STUBI";"STSOB";"FERES";"INUBI";"UB_INEI";"CCOD_TIPO_UBI"
"05";"04";"06";"00";"07";AYACUCHO       ;LA MAR                        ;TAMBO                         ;TAMBO                         ;"1";"0";;"0";"050508";NACIONAL
"05";"04";"07";"00";"07";AYACUCHO       ;LA MAR                        ;LUIS CARRANZA                 ;PAMPAS                        ;"1";"0";;"0";"050506";NACIONAL
"05";"04";"08";"00";"07";AYACUCHO       ;LA MAR                        ;SANTA ROSA                    ;SANTA ROSA                    ;"1";"0";;"0";"050507";NACIONAL
"05";"04";"09";"00";"07";AYACUCHO       ;LA MAR                        ;SAMUGARI                      ;PALMAPAMPA                    ;"1";"1";; ;;NACIONAL
"05";"05";"00";"00";"12";AYACUCHO       ;LUCANAS                       ;                              ;"07                            "; ;"0";;"0";"050600";NACIONAL
"05";"05";"01";"00";"12";AYACUCHO       ;LUCANAS                       ;PUQUIO                        ;PUQUIO                        ;"1";"0";;"0";"050601";NACIONAL
"05";"05";"02";"00";"12";AYACUCHO       ;LUCANAS                       ;AUCARA                        ;AUCARA                        ;"1";"0";;"0";"050602";NACIONAL
"05";"05";"03";"00";"12";AYACUCHO       ;LUCANAS                       ;CABANA                        ;CABANA                        ;"1";"0";;"0";"050603";NACIONAL
"05";"05";"04";"00";"12";AYACUCHO       ;LUCANAS                       ;CARMEN SALCEDO                ;ANDAMARCA                     ;"1";"0";;"0";"050604";NACIONAL
"05";"05";"06";"00";"12";AYACUCHO       ;LUCANAS                       ;CHAVIÑA                       ;CHAVIÑA                       ;"1";"0";;"0";"050605";NACIONAL
"05";"05";"08";"00";"12";AYACUCHO       ;LUCANAS                       ;CHIPAO                        ;CHIPAO                        ;"1";"0";;"0";"050606";NACIONAL
"05";"05";"10";"00";"12";AYACUCHO       ;LUCANAS                       ;HUAC-HUAS                     ;HUAC-HUAS                     ;"1";"0";;"0";"050607";NACIONAL
"05";"05";"11";"00";"12";AYACUCHO       ;LUCANAS                       ;LARAMATE                      ;LARAMATE                      ;"1";"0";;"0";"050608";NACIONAL
"05";"05";"12";"00";"12";AYACUCHO       ;LUCANAS                       ;LEONCIO PRADO                 ;TAMBO QUEMADO                 ;"1";"0";;"0";"050609";NACIONAL
"05";"05";"13";"00";"12";AYACUCHO       ;LUCANAS                       ;LUCANAS                       ;LUCANAS                       ;"1";"0";;"0";"050611";NACIONAL
"05";"05";"14";"00";"12";AYACUCHO       ;LUCANAS                       ;LLAUTA                        ;LLAUTA                        ;"1";"0";;"0";"050610";NACIONAL
"05";"05";"16";"00";"12";AYACUCHO       ;LUCANAS                       ;OCAÑA                         ;OCAÑA                         ;"1";"0";;"0";"050612";NACIONAL
"05";"05";"17";"00";"12";AYACUCHO       ;LUCANAS                       ;OTOCA                         ;OTOCA                         ;"1";"0";;"0";"050613";NACIONAL
"05";"05";"20";"00";"12";AYACUCHO       ;LUCANAS                       ;SANCOS                        ;SANCOS                        ;"1";"0";;"0";"050619";NACIONAL
"05";"05";"21";"00";"12";AYACUCHO       ;LUCANAS                       ;SAN JUAN                      ;SAN JUAN                      ;"1";"0";;"0";"050616";NACIONAL
"05";"05";"22";"00";"12";AYACUCHO       ;LUCANAS                       ;SAN PEDRO                     ;SAN PEDRO                     ;"1";"0";;"0";"050617";NACIONAL
"05";"05";"24";"00";"12";AYACUCHO       ;LUCANAS                       ;SANTA ANA DE HUAYCAHUACHO     ;STA ANA DE HUAYCAHUACHO       ;"1";"0";;"0";"050620";NACIONAL
"05";"05";"25";"00";"12";AYACUCHO       ;LUCANAS                       ;SANTA LUCIA                   ;SANTA LUCIA                   ;"1";"0";;"0";"050621";NACIONAL
"05";"05";"29";"00";"12";AYACUCHO       ;LUCANAS                       ;SAISA                         ;SAISA                         ;"1";"0";;"0";"050614";NACIONAL
"05";"05";"31";"00";"12";AYACUCHO       ;LUCANAS                       ;SAN PEDRO DE PALCO            ;SAN PEDRO DE PALCO            ;"1";"0";;"0";"050618";NACIONAL
"05";"05";"32";"00";"12";AYACUCHO       ;LUCANAS                       ;SAN CRISTOBAL                 ;SAN CRISTOBAL                 ;"1";"0";;"0";"050615";NACIONAL
"05";"06";"00";"00";"12";AYACUCHO       ;PARINACOCHAS                  ;                              ;"07                            "; ;"0";;"0";"050700";NACIONAL
"05";"06";"01";"00";"12";AYACUCHO       ;PARINACOCHAS                  ;CORACORA                      ;CORACORA                      ;"1";"0";;"0";"050701";NACIONAL
"05";"06";"04";"00";"12";AYACUCHO       ;PARINACOCHAS                  ;CORONEL CASTAÑEDA             ;ANISO                         ;"1";"0";;"1";"050703";NACIONAL
"05";"06";"05";"00";"12";AYACUCHO       ;PARINACOCHAS                  ;CHUMPI                        ;CHUMPI                        ;"1";"0";;"0";"050702";NACIONAL
"05";"06";"08";"00";"12";AYACUCHO       ;PARINACOCHAS                  ;PACAPAUSA                     ;PACAPAUSA                     ;"1";"0";;"0";"050704";NACIONAL
"05";"06";"11";"00";"12";AYACUCHO       ;PARINACOCHAS                  ;PULLO                         ;PULLO                         ;"1";"0";;"0";"050705";NACIONAL
"05";"06";"12";"00";"12";AYACUCHO       ;PARINACOCHAS                  ;PUYUSCA                       ;INCUYO                        ;"1";"0";;"0";"050706";NACIONAL
"05";"06";"15";"00";"12";AYACUCHO       ;PARINACOCHAS                  ;SAN FRANCISCO DE RAVACAYCO    ;SAN FRANCISCO DE RAVACAYCO    ;"1";"0";;"0";"050707";NACIONAL
"05";"06";"16";"00";"12";AYACUCHO       ;PARINACOCHAS                  ;UPAHUACHO                     ;UPAHUACHO                     ;"1";"0";;"1";"050708";NACIONAL
"05";"07";"00";"00";"07";AYACUCHO       ;VICTOR FAJARDO                ;                              ;"07                            "; ;"0";;"0";"051000";NACIONAL
"05";"07";"01";"00";"07";AYACUCHO       ;VICTOR FAJARDO                ;HUANCAPI                      ;HUANCAPI                      ;"1";"0";;"0";"051001";NACIONAL
"05";"07";"02";"00";"07";AYACUCHO       ;VICTOR FAJARDO                ;ALCAMENCA                     ;ALCAMENCA                     ;"1";"0";;"0";"051002";NACIONAL
"05";"07";"03";"00";"07";AYACUCHO       ;VICTOR FAJARDO                ;APONGO                        ;APONGO                        ;"1";"1";;"0";"051003";NACIONAL
"05";"07";"04";"00";"07";AYACUCHO       ;VICTOR FAJARDO                ;CANARIA                       ;CANARIA                       ;"1";"0";;"0";"051005";NACIONAL
"05";"07";"06";"00";"07";AYACUCHO       ;VICTOR FAJARDO                ;CAYARA                        ;CAYARA                        ;"1";"0";;"0";"051006";NACIONAL
"05";"07";"07";"00";"07";AYACUCHO       ;VICTOR FAJARDO                ;COLCA                         ;COLCA                         ;"1";"0";;"0";"051007";NACIONAL
"05";"07";"08";"00";"07";AYACUCHO       ;VICTOR FAJARDO                ;HUALLA                        ;SAN PEDRO DE HUALLA           ;"1";"0";;"0";"051010";NACIONAL
"05";"07";"09";"00";"07";AYACUCHO       ;VICTOR FAJARDO                ;HUAMANQUIQUIA                 ;HUAMANQUIQUIA                 ;"1";"0";;"1";"051008";NACIONAL
"05";"07";"10";"00";"07";AYACUCHO       ;VICTOR FAJARDO                ;HUANCARAYLLA                  ;HUANCARAYLLA                  ;"1";"0";;"0";"051009";NACIONAL
"05";"07";"13";"00";"07";AYACUCHO       ;VICTOR FAJARDO                ;SARHUA                        ;SARHUA                        ;"1";"0";;"1";"051011";NACIONAL
"05";"07";"14";"00";"07";AYACUCHO       ;VICTOR FAJARDO                ;VILCANCHOS                    ;VILCANCHOS                    ;"1";"0";;"0";"051012";NACIONAL
"05";"07";"15";"00";"07";AYACUCHO       ;VICTOR FAJARDO                ;ASQUIPATA                     ;ASQUIPATA                     ;"1";"0";;"0";"051004";NACIONAL
"05";"08";"00";"00";"07";AYACUCHO       ;HUANCA SANCOS                 ;                              ;"07                            "; ;"0";;"0";"050300";NACIONAL
"05";"08";"01";"00";"07";AYACUCHO       ;HUANCA SANCOS                 ;SANCOS                        ;HUANCA SANCOS                 ;"1";"0";;"0";"050301";NACIONAL
"05";"08";"02";"00";"07";AYACUCHO       ;HUANCA SANCOS                 ;SACSAMARCA                    ;SACSAMARCA                    ;"1";"0";;"0";"050303";NACIONAL
"05";"08";"03";"00";"07";AYACUCHO       ;HUANCA SANCOS                 ;SANTIAGO DE LUCANAMARCA       ;SANTIAGO DE LUCANAMARCA       ;"1";"0";;"0";"050304";NACIONAL
"05";"08";"04";"00";"07";AYACUCHO       ;HUANCA SANCOS                 ;CARAPO                        ;CARAPO                        ;"1";"0";;"0";"050302";NACIONAL
"05";"09";"00";"00";"07";AYACUCHO       ;VILCAS HUAMAN                 ;                              ;"07                            "; ;"0";;"0";"051100";NACIONAL
"05";"09";"01";"00";"07";AYACUCHO       ;VILCAS HUAMAN                 ;VILCAS HUAMAN                 ;VILCAS HUAMAN                 ;"1";"0";;"0";"051101";NACIONAL
"05";"09";"02";"00";"07";AYACUCHO       ;VILCAS HUAMAN                 ;VISCHONGO                     ;VISCHONGO                     ;"1";"0";;"1";"051108";NACIONAL
"05";"09";"03";"00";"07";AYACUCHO       ;VILCAS HUAMAN                 ;ACCOMARCA                     ;ACCOMARCA                     ;"1";"0";;"0";"051102";NACIONAL
"05";"09";"04";"00";"07";AYACUCHO       ;VILCAS HUAMAN                 ;CARHUANCA                     ;CARHUANCA                     ;"1";"1";;"0";"051103";NACIONAL
"05";"09";"05";"00";"07";AYACUCHO       ;VILCAS HUAMAN                 ;CONCEPCION                    ;CONCEPCION                    ;"1";"1";;"0";"051104";NACIONAL
"05";"09";"06";"00";"07";AYACUCHO       ;VILCAS HUAMAN                 ;HUAMBALPA                     ;HUAMBALPA                     ;"1";"0";;"0";"051105";NACIONAL
"05";"09";"07";"00";"07";AYACUCHO       ;VILCAS HUAMAN                 ;SAURAMA                       ;SAURAMA                       ;"1";"0";;"0";"051107";NACIONAL
"05";"09";"08";"00";"07";AYACUCHO       ;VILCAS HUAMAN                 ;INDEPENDENCIA                 ;PACCHA HUALLHUA               ;"1";"0";;"0";"051106";NACIONAL
"05";"10";"00";"00";"12";AYACUCHO       ;PAUCAR DEL SARA SARA          ;                              ;"07                            "; ;"0";;"0";"050800";NACIONAL
"05";"10";"01";"00";"12";AYACUCHO       ;PAUCAR DEL SARA SARA          ;PAUSA                         ;PAUSA                         ;"1";"0";;"0";"050801";NACIONAL
"05";"10";"02";"00";"12";AYACUCHO       ;PAUCAR DEL SARA SARA          ;COLTA                         ;COLTA                         ;"1";"0";;"0";"050802";NACIONAL
"05";"10";"03";"00";"12";AYACUCHO       ;PAUCAR DEL SARA SARA          ;CORCULLA                      ;CORCULLA                      ;"1";"0";;"0";"050803";NACIONAL
"05";"10";"04";"00";"12";AYACUCHO       ;PAUCAR DEL SARA SARA          ;LAMPA                         ;LAMPA                         ;"1";"0";;"0";"050804";NACIONAL
"05";"10";"05";"00";"12";AYACUCHO       ;PAUCAR DEL SARA SARA          ;MARCABAMBA                    ;MARCABAMBA                    ;"1";"1";;"0";"050805";NACIONAL
"05";"10";"06";"00";"12";AYACUCHO       ;PAUCAR DEL SARA SARA          ;OYOLO                         ;OYOLO                         ;"1";"0";;"0";"050806";NACIONAL
"05";"10";"07";"00";"12";AYACUCHO       ;PAUCAR DEL SARA SARA          ;PARARCA                       ;PARARCA                       ;"1";"0";;"0";"050807";NACIONAL
"05";"10";"08";"00";"12";AYACUCHO       ;PAUCAR DEL SARA SARA          ;SAN JAVIER DE ALPABAMBA       ;SAN JAVIER DE ALPABAMBA       ;"1";"0";;"0";"050808";NACIONAL
"05";"10";"09";"00";"12";AYACUCHO       ;PAUCAR DEL SARA SARA          ;SAN JOSE DE USHUA             ;SAN JOSE DE USHUA             ;"1";"0";;"0";"050809";NACIONAL
"05";"10";"10";"00";"12";AYACUCHO       ;PAUCAR DEL SARA SARA          ;SARA SARA                     ;QUILCATE                      ;"1";"1";;"0";"050810";NACIONAL
"05";"11";"00";"00";"07";AYACUCHO       ;SUCRE                         ;                              ;"07                            "; ;"0";;"0";"050900";NACIONAL
"05";"11";"01";"00";"07";AYACUCHO       ;SUCRE                         ;QUEROBAMBA                    ;PUEBLO DE QUEROBAMBA          ;"1";"0";;"0";"050901";NACIONAL
"05";"11";"02";"00";"07";AYACUCHO       ;SUCRE                         ;BELEN                         ;PUEBLO DE BELEN               ;"1";"0";;"0";"050902";NACIONAL
"05";"11";"03";"00";"07";AYACUCHO       ;SUCRE                         ;CHALCOS                       ;CHALCOS                       ;"1";"0";;"0";"050903";NACIONAL
"05";"11";"04";"00";"07";AYACUCHO       ;SUCRE                         ;SAN SALVADOR DE QUIJE         ;SAN SALVADOR DE QUIJE         ;"1";"0";;"0";"050909";NACIONAL
"05";"11";"05";"00";"07";AYACUCHO       ;SUCRE                         ;PAICO                         ;PAICO                         ;"1";"0";;"0";"050907";NACIONAL
"05";"11";"06";"00";"07";AYACUCHO       ;SUCRE                         ;SANTIAGO DE PAUCARAY          ;STGO DE PAUCARAY              ;"1";"0";;"0";"050910";NACIONAL
"05";"11";"07";"00";"07";AYACUCHO       ;SUCRE                         ;SAN PEDRO DE LARCAY           ;SAN PEDRO DE LARCAY           ;"1";"0";;"0";"050908";NACIONAL
"05";"11";"08";"00";"07";AYACUCHO       ;SUCRE                         ;SORAS                         ;SORAS                         ;"1";"0";;"0";"050911";NACIONAL
"05";"11";"09";"00";"07";AYACUCHO       ;SUCRE                         ;HUACAÑA                       ;HUACAÑA                       ;"1";"0";;"0";"050905";NACIONAL
"05";"11";"10";"00";"07";AYACUCHO       ;SUCRE                         ;CHILCAYOC                     ;CHILCAYOC                     ;"1";"0";;"0";"050904";NACIONAL
"05";"11";"11";"00";"07";AYACUCHO       ;SUCRE                         ;MORCOLLA                      ;PUEBLO DE MORCOLLA            ;"1";"0";;"0";"050906";NACIONAL
"06";"00";"00";"00";"00";CAJAMARCA      ;                              ;                              ;                              ; ;"0";;"0";"060000";NACIONAL
"06";"01";"00";"00";"02";CAJAMARCA      ;CAJAMARCA                     ;                              ;"02                            "; ;"0";;"0";"060100";NACIONAL
"06";"01";"01";"00";"02";CAJAMARCA      ;CAJAMARCA                     ;CAJAMARCA                     ;CAJAMARCA                     ;"1";"0";;"0";"060101";NACIONAL
"06";"01";"02";"00";"02";CAJAMARCA      ;CAJAMARCA                     ;ASUNCION                      ;ASUNCION                      ;"1";"0";;"0";"060102";NACIONAL
"06";"01";"03";"00";"02";CAJAMARCA      ;CAJAMARCA                     ;COSPAN                        ;COSPAN                        ;"1";"0";;"0";"060104";NACIONAL
"06";"01";"04";"00";"02";CAJAMARCA      ;CAJAMARCA                     ;CHETILLA                      ;CHETILLA                      ;"1";"0";;"1";"060103";NACIONAL
"06";"01";"05";"00";"02";CAJAMARCA      ;CAJAMARCA                     ;ENCAÑADA                      ;ENCAÑADA                      ;"1";"0";;"0";"060105";NACIONAL
"06";"01";"06";"00";"02";CAJAMARCA      ;CAJAMARCA                     ;JESUS                         ;JESUS                         ;"1";"0";;"0";"060106";NACIONAL
"06";"01";"07";"00";"02";CAJAMARCA      ;CAJAMARCA                     ;LOS BAÑOS DEL INCA            ;LOS BAÑOS DEL INCA            ;"1";"0";;"0";"060108";NACIONAL
"06";"01";"08";"00";"02";CAJAMARCA      ;CAJAMARCA                     ;LLACANORA                     ;LLACANORA                     ;"1";"0";;"0";"060107";NACIONAL
"06";"01";"09";"00";"02";CAJAMARCA      ;CAJAMARCA                     ;MAGDALENA                     ;MAGDALENA                     ;"1";"0";;"0";"060109";NACIONAL
"06";"01";"10";"00";"02";CAJAMARCA      ;CAJAMARCA                     ;MATARA                        ;MATARA                        ;"1";"0";;"0";"060110";NACIONAL
"06";"01";"11";"00";"02";CAJAMARCA      ;CAJAMARCA                     ;NAMORA                        ;NAMORA                        ;"1";"0";;"0";"060111";NACIONAL
"06";"01";"12";"00";"02";CAJAMARCA      ;CAJAMARCA                     ;SAN JUAN                      ;SAN JUAN                      ;"1";"0";;"0";"060112";NACIONAL
"06";"02";"00";"00";"02";CAJAMARCA      ;CAJABAMBA                     ;                              ;"02                            "; ;"0";;"0";"060200";NACIONAL
"06";"02";"01";"00";"02";CAJAMARCA      ;CAJABAMBA                     ;CAJABAMBA                     ;CAJABAMBA                     ;"1";"0";;"0";"060201";NACIONAL
"06";"02";"02";"00";"02";CAJAMARCA      ;CAJABAMBA                     ;CACHACHI                      ;CACHACHI                      ;"1";"0";;"0";"060202";NACIONAL
"06";"02";"03";"00";"02";CAJAMARCA      ;CAJABAMBA                     ;CONDEBAMBA                    ;CAUDAY                        ;"1";"1";;"0";"060203";NACIONAL
"06";"02";"04";"00";"02";CAJAMARCA      ;CAJABAMBA                     ;SAYAPULLO                     ;SAYAPULLO                     ;N;"0";;"0";;NACIONAL
"06";"02";"05";"00";"02";CAJAMARCA      ;CAJABAMBA                     ;SITACOCHA                     ;SITACOCHA                     ;"1";"0";;"0";"060204";NACIONAL
"06";"03";"00";"00";"02";CAJAMARCA      ;CELENDIN                      ;                              ;"02                            "; ;"0";;"0";"060300";NACIONAL
"06";"03";"01";"00";"02";CAJAMARCA      ;CELENDIN                      ;CELENDIN                      ;CELENDIN                      ;"1";"0";;"0";"060301";NACIONAL
"06";"03";"02";"00";"02";CAJAMARCA      ;CELENDIN                      ;CORTEGANA                     ;CHIMUCH                       ;"1";"0";;"0";"060303";NACIONAL
"06";"03";"03";"00";"02";CAJAMARCA      ;CELENDIN                      ;CHUMUCH                       ;CHUMUCH                       ;"1";"0";;"0";"060302";NACIONAL
"06";"03";"04";"00";"02";CAJAMARCA      ;CELENDIN                      ;HUASMIN                       ;HUASMIN                       ;"1";"0";;"0";"060304";NACIONAL
"06";"03";"05";"00";"02";CAJAMARCA      ;CELENDIN                      ;JORGE CHAVEZ                  ;LUCMAPAMPA                    ;"1";"0";;"0";"060305";NACIONAL
"06";"03";"06";"00";"02";CAJAMARCA      ;CELENDIN                      ;JOSE GALVEZ                   ;HUACAPAMPA                    ;"1";"0";;"0";"060306";NACIONAL
"06";"03";"07";"00";"02";CAJAMARCA      ;CELENDIN                      ;MIGUEL IGLESIAS               ;CHALAN                        ;"1";"0";;"0";"060307";NACIONAL
"06";"03";"08";"00";"02";CAJAMARCA      ;CELENDIN                      ;OXAMARCA                      ;OXAMARCA                      ;"1";"0";;"0";"060308";NACIONAL
"06";"03";"09";"00";"02";CAJAMARCA      ;CELENDIN                      ;SOROCHUCO                     ;SOROCHUCO                     ;"1";"0";;"0";"060309";NACIONAL
"06";"03";"10";"00";"02";CAJAMARCA      ;CELENDIN                      ;SUCRE                         ;SUCRE                         ;"1";"0";;"0";"060310";NACIONAL
"06";"03";"11";"00";"02";CAJAMARCA      ;CELENDIN                      ;UTCO                          ;UTCO                          ;"1";"0";;"0";"060311";NACIONAL
"06";"03";"12";"00";"02";CAJAMARCA      ;CELENDIN                      ;LA LIBERTAD DE PALLAN         ;LA LIBERTAD DE PALLAN         ;"1";"0";;"1";"060312";NACIONAL
"06";"04";"00";"00";"02";CAJAMARCA      ;CONTUMAZA                     ;                              ;"02                            "; ;"0";;"0";"060500";NACIONAL
"06";"04";"01";"00";"02";CAJAMARCA      ;CONTUMAZA                     ;CONTUMAZA                     ;CONTUMAZA                     ;"1";"0";;"0";"060501";NACIONAL
"06";"04";"02";"00";"01";CAJAMARCA      ;CONTUMAZA                     ;CASCAS                        ;CASCAS                        ;N;"0";;"0";;NACIONAL
"06";"04";"03";"00";"02";CAJAMARCA      ;CONTUMAZA                     ;CHILETE                       ;CHILETE                       ;"1";"0";;"0";"060502";NACIONAL
"06";"04";"04";"00";"02";CAJAMARCA      ;CONTUMAZA                     ;GUZMANGO                      ;GUZMANGO                      ;"1";"0";;"0";"060504";NACIONAL
"06";"04";"05";"00";"02";CAJAMARCA      ;CONTUMAZA                     ;SAN BENITO                    ;SAN BENITO                    ;"1";"0";;"0";"060505";NACIONAL
"06";"04";"06";"00";"02";CAJAMARCA      ;CONTUMAZA                     ;CUPISNIQUE                    ;TRINIDAD                      ;"1";"0";;"0";"060503";NACIONAL
"06";"04";"07";"00";"02";CAJAMARCA      ;CONTUMAZA                     ;TANTARICA                     ;CATAN                         ;"1";"0";;"0";"060507";NACIONAL
"06";"04";"08";"00";"02";CAJAMARCA      ;CONTUMAZA                     ;YONAN                         ;TEMBLADERA                    ;"1";"0";;"0";"060508";NACIONAL
"06";"04";"09";"00";"02";CAJAMARCA      ;CONTUMAZA                     ;SANTA CRUZ DE TOLED           ;SANTA CRUZ DE TOLED           ;"1";"0";;"0";"060506";NACIONAL
"06";"05";"00";"00";"01";CAJAMARCA      ;CUTERVO                       ;                              ;"01                            "; ;"0";;"0";"060600";NACIONAL
"06";"05";"01";"00";"01";CAJAMARCA      ;CUTERVO                       ;CUTERVO                       ;CUTERVO                       ;"1";"0";;"0";"060601";NACIONAL
"06";"05";"02";"00";"01";CAJAMARCA      ;CUTERVO                       ;CALLAYUC                      ;CALLAYUC                      ;"1";"0";;"0";"060602";NACIONAL
"06";"05";"03";"00";"01";CAJAMARCA      ;CUTERVO                       ;CUJILLO                       ;CUJILLO                       ;"1";"0";;"0";"060604";NACIONAL
"06";"05";"04";"00";"01";CAJAMARCA      ;CUTERVO                       ;CHOROS                        ;CHOROS                        ;"1";"1";;"0";"060603";NACIONAL
"06";"05";"05";"00";"01";CAJAMARCA      ;CUTERVO                       ;LA RAMADA                     ;LA RAMADA                     ;"1";"0";;"0";"060605";NACIONAL
"06";"05";"06";"00";"01";CAJAMARCA      ;CUTERVO                       ;PIMPINGOS                     ;PINPINGOS                     ;"1";"0";;"0";"060606";NACIONAL
"06";"05";"07";"00";"01";CAJAMARCA      ;CUTERVO                       ;QUEROCOTILLO                  ;QUEROCOTILLO                  ;"1";"0";;"0";"060607";NACIONAL
"06";"05";"08";"00";"01";CAJAMARCA      ;CUTERVO                       ;SAN ANDRES DE CUTERVO         ;SAN ANDRES DE CUTERVO         ;"1";"0";;"0";"060608";NACIONAL
"06";"05";"09";"00";"01";CAJAMARCA      ;CUTERVO                       ;SAN JUAN DE CUTERVO           ;SAN JUAN DE CUTERVO           ;"1";"0";;"0";"060609";NACIONAL
"06";"05";"10";"00";"01";CAJAMARCA      ;CUTERVO                       ;SAN LUIS DE LUCMA             ;SAN LUIS DE LUCMA             ;"1";"0";;"0";"060610";NACIONAL
"06";"05";"11";"00";"01";CAJAMARCA      ;CUTERVO                       ;SANTA CRUZ                    ;SANTA CRUZ                    ;"1";"0";;"0";"060611";NACIONAL
"06";"05";"12";"00";"01";CAJAMARCA      ;CUTERVO                       ;SANTO DOMINGO DE LA CAPILLA   ;SANTO DOMINGO DE CAPILLA      ;"1";"0";;"0";"060612";NACIONAL
"06";"05";"13";"00";"01";CAJAMARCA      ;CUTERVO                       ;SANTO TOMAS                   ;SANTO TOMAS                   ;"1";"0";;"0";"060613";NACIONAL
"06";"05";"14";"00";"01";CAJAMARCA      ;CUTERVO                       ;SOCOTA                        ;SOCOTA                        ;"1";"0";;"0";"060614";NACIONAL
"06";"05";"15";"00";"01";CAJAMARCA      ;CUTERVO                       ;TORIBIO CASANOVA              ;LA SACILIA                    ;"1";"0";;"0";"060615";NACIONAL
"06";"06";"00";"00";"01";CAJAMARCA      ;CHOTA                         ;                              ;"01                            "; ;"0";;"0";"060400";NACIONAL
"06";"06";"01";"00";"01";CAJAMARCA      ;CHOTA                         ;CHOTA                         ;CHOTA                         ;"1";"0";;"0";"060401";NACIONAL
"06";"06";"02";"00";"01";CAJAMARCA      ;CHOTA                         ;ANGUIA                        ;ANGUIA                        ;"1";"0";;"0";"060402";NACIONAL
"06";"06";"03";"00";"01";CAJAMARCA      ;CHOTA                         ;COCHABAMBA                    ;COCHABAMBA                    ;"1";"0";;"0";"060407";NACIONAL
"06";"06";"04";"00";"01";CAJAMARCA      ;CHOTA                         ;CONCHAN                       ;CONCHAN                       ;"1";"0";;"0";"060408";NACIONAL
"06";"06";"05";"00";"01";CAJAMARCA      ;CHOTA                         ;CHADIN                        ;CHADIN                        ;"1";"0";;"0";"060403";NACIONAL
"06";"06";"06";"00";"01";CAJAMARCA      ;CHOTA                         ;CHIGUIRIP                     ;CHIGUIRIP                     ;"1";"1";;"0";"060404";NACIONAL
"06";"06";"07";"00";"01";CAJAMARCA      ;CHOTA                         ;CHIMBAN                       ;CHIMBAN                       ;"1";"0";;"0";"060405";NACIONAL
"06";"06";"08";"00";"01";CAJAMARCA      ;CHOTA                         ;HUAMBOS                       ;HUAMBOS                       ;"1";"0";;"0";"060409";NACIONAL
"06";"06";"09";"00";"01";CAJAMARCA      ;CHOTA                         ;LAJAS                         ;LAJAS                         ;"1";"1";;"0";"060410";NACIONAL
"06";"06";"10";"00";"01";CAJAMARCA      ;CHOTA                         ;LLAMA                         ;LLAMA                         ;"1";"0";;"0";"060411";NACIONAL
"06";"06";"11";"00";"01";CAJAMARCA      ;CHOTA                         ;MIRACOSTA                     ;MIRACOSTA                     ;"1";"0";;"0";"060412";NACIONAL
"06";"06";"12";"00";"01";CAJAMARCA      ;CHOTA                         ;PACCHA                        ;PACCHA                        ;"1";"0";;"0";"060413";NACIONAL
"06";"06";"13";"00";"01";CAJAMARCA      ;CHOTA                         ;PION                          ;PION                          ;"1";"0";;"0";"060414";NACIONAL
"06";"06";"14";"00";"01";CAJAMARCA      ;CHOTA                         ;QUEROCOTO                     ;QUEROCOTO                     ;"1";"0";;"0";"060415";NACIONAL
"06";"06";"15";"00";"01";CAJAMARCA      ;CHOTA                         ;TACABAMBA                     ;TACABAMBA                     ;"1";"0";;"0";"060417";NACIONAL
"06";"06";"16";"00";"01";CAJAMARCA      ;CHOTA                         ;TOCMOCHE                      ;TOCMOCHE                      ;"1";"0";;"0";"060418";NACIONAL
"06";"06";"17";"00";"01";CAJAMARCA      ;CHOTA                         ;SAN JUAN DE LICUPIS           ;SAN JUAN DE LICUPIS           ;"1";"0";;"0";"060416";NACIONAL
"06";"06";"18";"00";"01";CAJAMARCA      ;CHOTA                         ;CHOROPAMPA                    ;CHOROPAMPA                    ;"1";"1";;"0";"060406";NACIONAL
"06";"06";"19";"00";"01";CAJAMARCA      ;CHOTA                         ;CHALAMARCA                    ;CHALAMARCA                    ;"1";"0";;"1";"060419";NACIONAL
"06";"07";"00";"00";"02";CAJAMARCA      ;HUALGAYOC                     ;                              ;"02                            "; ;"0";;"0";"060700";NACIONAL
"06";"07";"01";"00";"02";CAJAMARCA      ;HUALGAYOC                     ;BAMBAMARCA                    ;BAMBAMARCA                    ;"1";"0";;"0";"060701";NACIONAL
"06";"07";"02";"00";"02";CAJAMARCA      ;HUALGAYOC                     ;CHUGUR                        ;CHUGUR                        ;"1";"1";;"0";"060702";NACIONAL
"06";"07";"03";"00";"02";CAJAMARCA      ;HUALGAYOC                     ;HUALGAYOC                     ;HUALGAYOC                     ;"1";"0";;"0";"060703";NACIONAL
"06";"08";"00";"00";"01";CAJAMARCA      ;JAEN                          ;                              ;"01                            "; ;"0";;"0";"060800";NACIONAL
"06";"08";"01";"00";"01";CAJAMARCA      ;JAEN                          ;JAEN                          ;JAEN                          ;"1";"0";;"0";"060801";NACIONAL
"06";"08";"02";"00";"01";CAJAMARCA      ;JAEN                          ;BELLAVISTA                    ;BELLAVISTA                    ;"1";"0";;"0";"060802";NACIONAL
"06";"08";"03";"00";"01";CAJAMARCA      ;JAEN                          ;COLASAY                       ;COLASAY                       ;"1";"0";;"0";"060804";NACIONAL
"06";"08";"04";"00";"01";CAJAMARCA      ;JAEN                          ;CHONTALI                      ;CHONTALI                      ;"1";"0";;"0";"060803";NACIONAL
