"UBDEP";"UBPRV";"UBDIS";"UBLOC";"COREG";"NODEP";"NOPRV";"NODIS";"CPDIS";"STUBI";"STSOB";"FERES";"INUBI";"UB_INEI";"CCOD_TIPO_UBI"
"01";"00";"00";"00";"00";AMAZONAS       ;                              ;                              ;                              ; ;"0";;"0";"010000";NACIONAL
"01";"01";"00";"00";"03";AMAZONAS       ;CHACHAPOYAS                   ;                              ;"03                            "; ;"0";;"0";"010100";NACIONAL
"01";"01";"01";"00";"03";AMAZONAS       ;CHACHAPOYAS                   ;CHACHAPOYAS                   ;CHACHAPOYAS                   ;"1";"0";;"0";"010101";NACIONAL
"01";"01";"02";"00";"03";AMAZONAS       ;CHACHAPOYAS                   ;ASUNCION                      ;ASUNCION                      ;"1";"0";;"0";"010102";NACIONAL
"01";"01";"03";"00";"03";AMAZONAS       ;CHACHAPOYAS                   ;BALSAS                        ;BALSAS                        ;"1";"1";;"0";"010103";NACIONAL
"01";"01";"04";"00";"03";AMAZONAS       ;CHACHAPOYAS                   ;CHETO                         ;CHETO                         ;"1";"0";;"0";"010104";NACIONAL
"01";"01";"05";"00";"03";AMAZONAS       ;CHACHAPOYAS                   ;CHILIQUIN                     ;CHILIQUIN                     ;"1";"0";;"0";"010105";NACIONAL
"01";"01";"06";"00";"03";AMAZONAS       ;CHACHAPOYAS                   ;CHUQUIBAMBA                   ;CHUQUIBAMBA                   ;"1";"0";;"0";"010106";NACIONAL
"01";"01";"07";"00";"03";AMAZONAS       ;CHACHAPOYAS                   ;GRANADA                       ;GRANADA                       ;"1";"0";;"0";"010107";NACIONAL
"01";"01";"08";"00";"03";AMAZONAS       ;CHACHAPOYAS                   ;HUANCAS                       ;HUANCAS                       ;"1";"0";;"0";"010108";NACIONAL
"01";"01";"09";"00";"03";AMAZONAS       ;CHACHAPOYAS                   ;LA JALCA                      ;LA JALCA                      ;"1";"0";;"0";"010109";NACIONAL
"01";"01";"10";"00";"03";AMAZONAS       ;CHACHAPOYAS                   ;LEIMEBAMBA                    ;LEIMEBAMBA                    ;"1";"0";;"0";"010110";NACIONAL
"01";"01";"11";"00";"03";AMAZONAS       ;CHACHAPOYAS                   ;LEVANTO                       ;LEVANTO                       ;"1";"1";;"0";"010111";NACIONAL
"01";"01";"12";"00";"03";AMAZONAS       ;CHACHAPOYAS                   ;MAGDALENA                     ;MAGDALENA                     ;"1";"0";;"0";"010112";NACIONAL
"01";"01";"13";"00";"03";AMAZONAS       ;CHACHAPOYAS                   ;MARISCAL CASTILLA             ;DURAZNOPAMPA                  ;"1";"0";;"0";"010113";NACIONAL
"01";"01";"14";"00";"03";AMAZONAS       ;CHACHAPOYAS                   ;MOLINOPAMPA                   ;MOLINOPAMPA                   ;"1";"0";;"0";"010114";NACIONAL
"01";"01";"15";"00";"03";AMAZONAS       ;CHACHAPOYAS                   ;MONTEVIDEO                    ;MONTEVIDEO                    ;"1";"0";;"0";"010115";NACIONAL
"01";"01";"16";"00";"03";AMAZONAS       ;CHACHAPOYAS                   ;OLLEROS                       ;OLLEROS                       ;"1";"0";;"0";"010116";NACIONAL
"01";"01";"17";"00";"03";AMAZONAS       ;CHACHAPOYAS                   ;QUINJALCA                     ;QUINJALCA                     ;"1";"0";;"0";"010117";NACIONAL
"01";"01";"18";"00";"03";AMAZONAS       ;CHACHAPOYAS                   ;SAN FRANCISCO DE DAGUAS       ;DAGUAS                        ;"1";"0";;"0";"010118";NACIONAL
"01";"01";"19";"00";"03";AMAZONAS       ;CHACHAPOYAS                   ;SAN ISIDRO DE MAINO           ;MAINO                         ;"1";"0";;"0";"010119";NACIONAL
"01";"01";"20";"00";"03";AMAZONAS       ;CHACHAPOYAS                   ;SOLOCO                        ;SOLOCO                        ;"1";"0";;"0";"010120";NACIONAL
"01";"01";"21";"00";"03";AMAZONAS       ;CHACHAPOYAS                   ;SONCHE                        ;SAN JUAN DE SONCHE            ;"1";"0";;"0";"010121";NACIONAL
"01";"02";"00";"00";"01";AMAZONAS       ;BAGUA                         ;                              ;"01                            "; ;"0";;"0";"010200";NACIONAL
"01";"02";"01";"00";"01";AMAZONAS       ;BAGUA                         ;LA PECA                       ;LA PECA                       ;"1";"0";;"0";"010201";NACIONAL
"01";"02";"02";"00";"01";AMAZONAS       ;BAGUA                         ;ARAMANGO                      ;ARAMANGO                      ;"1";"0";;"0";"010202";NACIONAL
"01";"02";"03";"00";"01";AMAZONAS       ;BAGUA                         ;COPALLIN                      ;COPALLIN                      ;"1";"0";;"0";"010203";NACIONAL
"01";"02";"04";"00";"01";AMAZONAS       ;BAGUA                         ;EL PARCO                      ;EL PARCO                      ;"1";"0";;"0";"010204";NACIONAL
"01";"02";"05";"00";"01";AMAZONAS       ;BAGUA                         ;BAGUA                         ;BAGUA                         ;"1";"1";; ;;NACIONAL
"01";"02";"06";"00";"01";AMAZONAS       ;BAGUA                         ;IMAZA                         ;CHIRIACO                      ;"1";"0";;"1";"010205";NACIONAL
"01";"03";"00";"00";"03";AMAZONAS       ;BONGARA                       ;                              ;"03                            "; ;"0";;"0";"010300";NACIONAL
"01";"03";"01";"00";"03";AMAZONAS       ;BONGARA                       ;JUMBILLA                      ;JUMBILLA                      ;"1";"0";;"0";"010301";NACIONAL
"01";"03";"02";"00";"03";AMAZONAS       ;BONGARA                       ;COROSHA                       ;COROSHA                       ;"1";"0";;"0";"010304";NACIONAL
"01";"03";"03";"00";"03";AMAZONAS       ;BONGARA                       ;CUISPES                       ;CUISPES                       ;"1";"0";;"0";"010305";NACIONAL
"01";"03";"04";"00";"03";AMAZONAS       ;BONGARA                       ;CHISQUILLA                    ;CHISQUILLA                    ;"1";"0";;"0";"010302";NACIONAL
"01";"03";"05";"00";"03";AMAZONAS       ;BONGARA                       ;CHURUJA                       ;CHURUJA                       ;"1";"1";;"0";"010303";NACIONAL
"01";"03";"06";"00";"03";AMAZONAS       ;BONGARA                       ;FLORIDA                       ;POMACOCHAS                    ;"1";"0";;"0";"010306";NACIONAL
"01";"03";"07";"00";"03";AMAZONAS       ;BONGARA                       ;RECTA                         ;RECTA                         ;"1";"0";;"0";"010308";NACIONAL
"01";"03";"08";"00";"03";AMAZONAS       ;BONGARA                       ;SAN CARLOS                    ;SAN CARLOS                    ;"1";"0";;"0";"010309";NACIONAL
"01";"03";"09";"00";"03";AMAZONAS       ;BONGARA                       ;SHIPASBAMBA                   ;SHIPASBAMBA                   ;"1";"0";;"0";"010310";NACIONAL
"01";"03";"10";"00";"03";AMAZONAS       ;BONGARA                       ;VALERA                        ;VALERA                        ;"1";"0";;"0";"010311";NACIONAL
"01";"03";"11";"00";"03";AMAZONAS       ;BONGARA                       ;YAMBRASBAMBA                  ;YAMBRASBAMBA                  ;"1";"0";;"0";"010312";NACIONAL
"01";"03";"12";"00";"03";AMAZONAS       ;BONGARA                       ;JAZAN                         ;PEDRO RUIZ GALLO              ;"1";"0";;"0";"010307";NACIONAL
"01";"04";"00";"00";"03";AMAZONAS       ;LUYA                          ;                              ;"03                            "; ;"0";;"0";"010500";NACIONAL
"01";"04";"01";"00";"03";AMAZONAS       ;LUYA                          ;LAMUD                         ;LAMUD                         ;"1";"0";;"0";"010501";NACIONAL
"01";"04";"02";"00";"03";AMAZONAS       ;LUYA                          ;CAMPORREDONDO                 ;CAMPORREDONDO                 ;"1";"1";;"0";"010502";NACIONAL
"01";"04";"03";"00";"03";AMAZONAS       ;LUYA                          ;COCABAMBA                     ;COCABAMBA                     ;"1";"0";;"0";"010503";NACIONAL
"01";"04";"04";"00";"03";AMAZONAS       ;LUYA                          ;COLCAMAR                      ;COLCAMAR                      ;"1";"0";;"0";"010504";NACIONAL
"01";"04";"05";"00";"03";AMAZONAS       ;LUYA                          ;CONILA                        ;COCHECHAN                     ;"1";"0";;"0";"010505";NACIONAL
"01";"04";"06";"00";"03";AMAZONAS       ;LUYA                          ;INGUILPATA                    ;INGUILPATA                    ;"1";"0";;"0";"010506";NACIONAL
"01";"04";"07";"00";"03";AMAZONAS       ;LUYA                          ;LONGUITA                      ;LONGUITA                      ;"1";"0";;"0";"010507";NACIONAL
"01";"04";"08";"00";"03";AMAZONAS       ;LUYA                          ;LONYA CHICO                   ;LONYA CHICO                   ;"1";"0";;"0";"010508";NACIONAL
"01";"04";"09";"00";"03";AMAZONAS       ;LUYA                          ;LUYA                          ;LUYA                          ;"1";"1";;"0";"010509";NACIONAL
"01";"04";"10";"00";"03";AMAZONAS       ;LUYA                          ;LUYA VIEJO                    ;LUYA VIEJO                    ;"1";"0";;"0";"010510";NACIONAL
"01";"04";"11";"00";"03";AMAZONAS       ;LUYA                          ;MARIA                         ;MARIA                         ;"1";"0";;"0";"010511";NACIONAL
"01";"04";"12";"00";"03";AMAZONAS       ;LUYA                          ;OCALLI                        ;OCALLI                        ;"1";"0";;"0";"010512";NACIONAL
"01";"04";"13";"00";"03";AMAZONAS       ;LUYA                          ;OCUMAL                        ;COLLONCE                      ;"1";"0";;"0";"010513";NACIONAL
"01";"04";"14";"00";"03";AMAZONAS       ;LUYA                          ;PISUQUIA                      ;YOMBLON                       ;"1";"0";;"0";"010514";NACIONAL
"01";"04";"15";"00";"03";AMAZONAS       ;LUYA                          ;SAN CRISTOBAL                 ;OLTO                          ;"1";"0";;"0";"010516";NACIONAL
"01";"04";"16";"00";"03";AMAZONAS       ;LUYA                          ;SAN FRANCISCO DE YESO         ;SAN FRANCISCO DE YESO         ;"1";"0";;"0";"010517";NACIONAL
"01";"04";"17";"00";"03";AMAZONAS       ;LUYA                          ;SAN JERONIMO                  ;PACLAS                        ;"1";"1";;"0";"010518";NACIONAL
"01";"04";"18";"00";"03";AMAZONAS       ;LUYA                          ;SAN JUAN DE LOPECANCHA        ;SAN JUAN DE LOPECANCHA        ;"1";"0";;"0";"010519";NACIONAL
"01";"04";"19";"00";"03";AMAZONAS       ;LUYA                          ;SANTA CATALINA                ;SANTA CATALINA                ;"1";"0";;"0";"010520";NACIONAL
"01";"04";"20";"00";"03";AMAZONAS       ;LUYA                          ;SANTO TOMAS                   ;SANTO TOMAS                   ;"1";"0";;"0";"010521";NACIONAL
"01";"04";"21";"00";"03";AMAZONAS       ;LUYA                          ;TINGO                         ;TINGO                         ;"1";"0";;"0";"010522";NACIONAL
"01";"04";"22";"00";"03";AMAZONAS       ;LUYA                          ;TRITA                         ;TRITA                         ;"1";"0";;"0";"010523";NACIONAL
"01";"04";"23";"00";"03";AMAZONAS       ;LUYA                          ;PROVIDENCIA                   ;PROVIDENCIA                   ;"1";"0";;"0";"010515";NACIONAL
"01";"05";"00";"00";"03";AMAZONAS       ;RODRIGUEZ DE MENDOZA          ;                              ;"03                            "; ;"0";;"0";"010600";NACIONAL
"01";"05";"01";"00";"03";AMAZONAS       ;RODRIGUEZ DE MENDOZA          ;SAN NICOLAS                   ;MENDOZA                       ;"1";"0";;"0";"010601";NACIONAL
"01";"05";"02";"00";"03";AMAZONAS       ;RODRIGUEZ DE MENDOZA          ;COCHAMAL                      ;COCHAMAL                      ;"1";"0";;"0";"010603";NACIONAL
"01";"05";"03";"00";"03";AMAZONAS       ;RODRIGUEZ DE MENDOZA          ;CHIRIMOTO                     ;CHIRIMOTO                     ;"1";"0";;"0";"010602";NACIONAL
"01";"05";"04";"00";"03";AMAZONAS       ;RODRIGUEZ DE MENDOZA          ;HUAMBO                        ;HUAMBO                        ;"1";"1";;"0";"010604";NACIONAL
"01";"05";"05";"00";"03";AMAZONAS       ;RODRIGUEZ DE MENDOZA          ;LIMABAMBA                     ;LIMABAMBA                     ;"1";"0";;"0";"010605";NACIONAL
"01";"05";"06";"00";"03";AMAZONAS       ;RODRIGUEZ DE MENDOZA          ;LONGAR                        ;LONGAR                        ;"1";"0";;"0";"010606";NACIONAL
"01";"05";"07";"00";"03";AMAZONAS       ;RODRIGUEZ DE MENDOZA          ;MILPUCC                       ;MILPUCC                       ;"1";"0";;"0";"010608";NACIONAL
"01";"05";"08";"00";"03";AMAZONAS       ;RODRIGUEZ DE MENDOZA          ;MARISCAL BENAVIDES            ;MARISCAL BENAVIDES            ;"1";"0";;"0";"010607";NACIONAL
"01";"05";"09";"00";"03";AMAZONAS       ;RODRIGUEZ DE MENDOZA          ;OMIA                          ;OMIA                          ;"1";"1";;"0";"010609";NACIONAL
"01";"05";"10";"00";"03";AMAZONAS       ;RODRIGUEZ DE MENDOZA          ;SANTA ROSA                    ;SANTA ROSA DE HUAYABAMBA      ;"1";"1";;"0";"010610";NACIONAL
"01";"05";"11";"00";"03";AMAZONAS       ;RODRIGUEZ DE MENDOZA          ;TOTORA                        ;TOTORA                        ;"1";"0";;"0";"010611";NACIONAL
"01";"05";"12";"00";"03";AMAZONAS       ;RODRIGUEZ DE MENDOZA          ;VISTA ALEGRE                  ;VISTA ALEGRE                  ;"1";"0";;"0";"010612";NACIONAL
"01";"06";"00";"00";"01";AMAZONAS       ;CONDORCANQUI                  ;                              ;"01                            "; ;"0";;"0";"010400";NACIONAL
"01";"06";"01";"00";"01";AMAZONAS       ;CONDORCANQUI                  ;NIEVA                         ;VILLA MARIA DE NIEVA          ;"1";"0";;"1";"010401";NACIONAL
"01";"06";"02";"00";"01";AMAZONAS       ;CONDORCANQUI                  ;RIO SANTIAGO                  ;PUERTO GALILEA                ;"1";"0";;"1";"010403";NACIONAL
"01";"06";"03";"00";"01";AMAZONAS       ;CONDORCANQUI                  ;EL CENEPA                     ;HUAMPANI                      ;"1";"0";;"1";"010402";NACIONAL
"01";"07";"00";"00";"01";AMAZONAS       ;UTCUBAMBA                     ;                              ;"01                            "; ;"0";;"0";"010700";NACIONAL
"01";"07";"01";"00";"01";AMAZONAS       ;UTCUBAMBA                     ;BAGUA GRANDE                  ;BAGUA GRANDE                  ;"1";"0";;"0";"010701";NACIONAL
"01";"07";"02";"00";"01";AMAZONAS       ;UTCUBAMBA                     ;CAJARURO                      ;CAJARURO                      ;"1";"0";;"0";"010702";NACIONAL
"01";"07";"03";"00";"01";AMAZONAS       ;UTCUBAMBA                     ;CUMBA                         ;CUMBA                         ;"1";"0";;"0";"010703";NACIONAL
"01";"07";"04";"00";"01";AMAZONAS       ;UTCUBAMBA                     ;EL MILAGRO                    ;EL MILAGRO                    ;"1";"0";;"0";"010704";NACIONAL
"01";"07";"05";"00";"01";AMAZONAS       ;UTCUBAMBA                     ;JAMALCA                       ;JAMALCA                       ;"1";"0";;"0";"010705";NACIONAL
"01";"07";"06";"00";"01";AMAZONAS       ;UTCUBAMBA                     ;LONYA GRANDE                  ;LONYA GRANDE                  ;"1";"0";;"0";"010706";NACIONAL
"01";"07";"07";"00";"01";AMAZONAS       ;UTCUBAMBA                     ;YAMON                         ;YAMON                         ;"1";"0";;"0";"010707";NACIONAL
"02";"00";"00";"00";"00";ANCASH         ;                              ;                              ;                              ; ;"0";;"0";"020000";NACIONAL
"02";"01";"00";"00";"05";ANCASH         ;HUARAZ                        ;                              ;"05                            "; ;"0";;"0";"020100";NACIONAL
"02";"01";"01";"00";"05";ANCASH         ;HUARAZ                        ;HUARAZ                        ;HUARAZ                        ;"1";"0";;"0";"020101";NACIONAL
"02";"01";"02";"00";"05";ANCASH         ;HUARAZ                        ;INDEPENDENCIA                 ;INDEPENDENCIA                 ;"1";"0";;"0";"020105";NACIONAL
"02";"01";"03";"00";"05";ANCASH         ;HUARAZ                        ;COCHABAMBA                    ;COCHABAMBA                    ;"1";"0";;"0";"020102";NACIONAL
"02";"01";"04";"00";"05";ANCASH         ;HUARAZ                        ;COLCABAMBA                    ;COLCABAMBA                    ;"1";"1";;"0";"020103";NACIONAL
"02";"01";"05";"00";"05";ANCASH         ;HUARAZ                        ;HUANCHAY                      ;HUANCHAY                      ;"1";"0";;"0";"020104";NACIONAL
"02";"01";"06";"00";"05";ANCASH         ;HUARAZ                        ;JANGAS                        ;JANGAS                        ;"1";"0";;"0";"020106";NACIONAL
"02";"01";"07";"00";"05";ANCASH         ;HUARAZ                        ;LA LIBERTAD                   ;CAJAMARQUILLA                 ;"1";"0";;"0";"020107";NACIONAL
"02";"01";"08";"00";"05";ANCASH         ;HUARAZ                        ;OLLEROS                       ;OLLEROS                       ;"1";"0";;"0";"020108";NACIONAL
"02";"01";"09";"00";"05";ANCASH         ;HUARAZ                        ;PAMPAS                        ;PAMPAS                        ;"1";"0";;"0";"020109";NACIONAL
"02";"01";"10";"00";"05";ANCASH         ;HUARAZ                        ;PARIACOTO                     ;PARIACOTO                     ;"1";"0";;"0";"020110";NACIONAL
"02";"01";"11";"00";"05";ANCASH         ;HUARAZ                        ;PIRA                          ;PIRA                          ;"1";"0";;"0";"020111";NACIONAL
"02";"01";"12";"00";"05";ANCASH         ;HUARAZ                        ;TARICA                        ;TARICA                        ;"1";"0";;"0";"020112";NACIONAL
"02";"02";"00";"00";"05";ANCASH         ;AIJA                          ;                              ;"05                            "; ;"0";;"0";"020200";NACIONAL
"02";"02";"01";"00";"05";ANCASH         ;AIJA                          ;AIJA                          ;AIJA                          ;"1";"0";;"0";"020201";NACIONAL
"02";"02";"03";"00";"05";ANCASH         ;AIJA                          ;CORIS                         ;CORIS                         ;"1";"0";;"0";"020202";NACIONAL
"02";"02";"05";"00";"05";ANCASH         ;AIJA                          ;HUACLLAN                      ;HUACLLAN                      ;"1";"1";;"0";"020203";NACIONAL
"02";"02";"06";"00";"05";ANCASH         ;AIJA                          ;LA MERCED                     ;LA MERCED                     ;"1";"0";;"0";"020204";NACIONAL
"02";"02";"08";"00";"05";ANCASH         ;AIJA                          ;SUCCHA                        ;SUCCHA                        ;"1";"0";;"0";"020205";NACIONAL
"02";"03";"00";"00";"05";ANCASH         ;BOLOGNESI                     ;                              ;"05                            "; ;"0";;"0";"020500";NACIONAL
"02";"03";"01";"00";"05";ANCASH         ;BOLOGNESI                     ;CHIQUIAN                      ;CHIQUIAN                      ;"1";"0";;"0";"020501";NACIONAL
"02";"03";"02";"00";"05";ANCASH         ;BOLOGNESI                     ;ABELARDO PARDO LEZAMETA       ;LLACLLA                       ;"1";"0";;"0";"020502";NACIONAL
"02";"03";"04";"00";"05";ANCASH         ;BOLOGNESI                     ;AQUIA                         ;AQUIA                         ;"1";"0";;"0";"020504";NACIONAL
"02";"03";"05";"00";"05";ANCASH         ;BOLOGNESI                     ;CAJACAY                       ;CAJACAY                       ;"1";"1";;"0";"020505";NACIONAL
"02";"03";"10";"00";"05";ANCASH         ;BOLOGNESI                     ;HUAYLLACAYAN                  ;HUAYLLACAYAN                  ;"1";"0";;"0";"020510";NACIONAL
"02";"03";"11";"00";"05";ANCASH         ;BOLOGNESI                     ;HUASTA                        ;HUASTA                        ;"1";"0";;"0";"020509";NACIONAL
"02";"03";"13";"00";"05";ANCASH         ;BOLOGNESI                     ;MANGAS                        ;MANGAS                        ;"1";"0";;"0";"020512";NACIONAL
"02";"03";"15";"00";"05";ANCASH         ;BOLOGNESI                     ;PACLLON                       ;PACLLON                       ;"1";"0";;"0";"020513";NACIONAL
"02";"03";"17";"00";"05";ANCASH         ;BOLOGNESI                     ;SAN MIGUEL DE CORPANQUI       ;CORPANQUI                     ;"1";"0";;"0";"020514";NACIONAL
"02";"03";"20";"00";"05";ANCASH         ;BOLOGNESI                     ;TICLLOS                       ;TICLLOS                       ;"1";"0";;"0";"020515";NACIONAL
"02";"03";"21";"00";"05";ANCASH         ;BOLOGNESI                     ;ANTONIO RAIMONDI              ;RAQUIA                        ;"1";"1";;"0";"020503";NACIONAL
"02";"03";"22";"00";"05";ANCASH         ;BOLOGNESI                     ;CANIS                         ;CANIS                         ;"1";"0";;"0";"020506";NACIONAL
"02";"03";"23";"00";"05";ANCASH         ;BOLOGNESI                     ;COLQUIOC                      ;CHASQUITAMBO                  ;"1";"0";;"0";"020507";NACIONAL
"02";"03";"24";"00";"05";ANCASH         ;BOLOGNESI                     ;LA PRIMAVERA                  ;GORGORILLO                    ;"1";"1";;"0";"020511";NACIONAL
"02";"03";"25";"00";"05";ANCASH         ;BOLOGNESI                     ;HUALLANCA                     ;HUALLANCA                     ;"1";"0";;"0";"020508";NACIONAL
"02";"04";"00";"00";"05";ANCASH         ;CARHUAZ                       ;                              ;"05                            "; ;"0";;"0";"020600";NACIONAL
"02";"04";"01";"00";"05";ANCASH         ;CARHUAZ                       ;CARHUAZ                       ;CARHUAZ                       ;"1";"0";;"0";"020601";NACIONAL
"02";"04";"02";"00";"05";ANCASH         ;CARHUAZ                       ;ACOPAMPA                      ;ACOPAMPA                      ;"1";"0";;"0";"020602";NACIONAL
"02";"04";"03";"00";"05";ANCASH         ;CARHUAZ                       ;AMASHCA                       ;AMASHCA                       ;"1";"0";;"0";"020603";NACIONAL
"02";"04";"04";"00";"05";ANCASH         ;CARHUAZ                       ;ANTA                          ;ANTA                          ;"1";"0";;"0";"020604";NACIONAL
"02";"04";"05";"00";"05";ANCASH         ;CARHUAZ                       ;ATAQUERO                      ;CARHUAC                       ;"1";"0";;"0";"020605";NACIONAL
"02";"04";"06";"00";"05";ANCASH         ;CARHUAZ                       ;MARCARA                       ;MARCARA                       ;"1";"0";;"0";"020606";NACIONAL
"02";"04";"07";"00";"05";ANCASH         ;CARHUAZ                       ;PARIAHUANCA                   ;PARIAHUANCA                   ;"1";"0";;"0";"020607";NACIONAL
"02";"04";"08";"00";"05";ANCASH         ;CARHUAZ                       ;SAN MIGUEL DE ACO             ;ACO                           ;"1";"0";;"0";"020608";NACIONAL
"02";"04";"09";"00";"05";ANCASH         ;CARHUAZ                       ;SHILLA                        ;SHILLA                        ;"1";"0";;"0";"020609";NACIONAL
"02";"04";"10";"00";"05";ANCASH         ;CARHUAZ                       ;TINCO                         ;TINCO                         ;"1";"1";;"0";"020610";NACIONAL
"02";"04";"11";"00";"05";ANCASH         ;CARHUAZ                       ;YUNGAR                        ;YUNGAR                        ;"1";"1";;"0";"020611";NACIONAL
"02";"05";"00";"00";"05";ANCASH         ;CASMA                         ;                              ;"05                            "; ;"0";;"0";"020800";NACIONAL
"02";"05";"01";"00";"05";ANCASH         ;CASMA                         ;CASMA                         ;CASMA                         ;"1";"0";;"0";"020801";NACIONAL
"02";"05";"02";"00";"05";ANCASH         ;CASMA                         ;BUENA VISTA ALTA              ;BUENA VISTA ALTA              ;"1";"0";;"0";"020802";NACIONAL
"02";"05";"03";"00";"05";ANCASH         ;CASMA                         ;COMANDANTE NOEL               ;PUERTO DE CASMA               ;"1";"1";;"0";"020803";NACIONAL
"02";"05";"05";"00";"05";ANCASH         ;CASMA                         ;YAUTAN                        ;YAUTAN                        ;"1";"0";;"0";"020804";NACIONAL
"02";"06";"00";"00";"05";ANCASH         ;CORONGO                       ;                              ;"05                            "; ;"0";;"0";"020900";NACIONAL
"02";"06";"01";"00";"05";ANCASH         ;CORONGO                       ;CORONGO                       ;CORONGO                       ;"1";"0";;"0";"020901";NACIONAL
"02";"06";"02";"00";"05";ANCASH         ;CORONGO                       ;ACO                           ;ACO                           ;"1";"0";;"0";"020902";NACIONAL
"02";"06";"03";"00";"05";ANCASH         ;CORONGO                       ;BAMBAS                        ;BAMBAS                        ;"1";"0";;"0";"020903";NACIONAL
"02";"06";"04";"00";"05";ANCASH         ;CORONGO                       ;CUSCA                         ;CUSCA                         ;"1";"0";;"0";"020904";NACIONAL
"02";"06";"05";"00";"05";ANCASH         ;CORONGO                       ;LA PAMPA                      ;PAMPA                         ;"1";"0";;"0";"020905";NACIONAL
"02";"06";"06";"00";"05";ANCASH         ;CORONGO                       ;YANAC                         ;YANAC                         ;"1";"0";;"0";"020906";NACIONAL
"02";"06";"07";"00";"05";ANCASH         ;CORONGO                       ;YUPAN                         ;YUPAN                         ;"1";"0";;"0";"020907";NACIONAL
"02";"07";"00";"00";"05";ANCASH         ;HUAYLAS                       ;                              ;"05                            "; ;"0";;"0";"021200";NACIONAL
"02";"07";"01";"00";"05";ANCASH         ;HUAYLAS                       ;CARAZ                         ;CARAZ                         ;"1";"0";;"0";"021201";NACIONAL
"02";"07";"02";"00";"05";ANCASH         ;HUAYLAS                       ;HUALLANCA                     ;HUALLANCA                     ;"1";"0";;"0";"021202";NACIONAL
"02";"07";"03";"00";"05";ANCASH         ;HUAYLAS                       ;HUATA                         ;HUATA                         ;"1";"0";;"0";"021203";NACIONAL
"02";"07";"04";"00";"05";ANCASH         ;HUAYLAS                       ;HUAYLAS                       ;HUAYLAS                       ;"1";"0";;"0";"021204";NACIONAL
"02";"07";"05";"00";"05";ANCASH         ;HUAYLAS                       ;MATO                          ;SUCRE                         ;"1";"0";;"0";"021205";NACIONAL
"02";"07";"06";"00";"05";ANCASH         ;HUAYLAS                       ;PAMPAROMAS                    ;PAMPAROMAS                    ;"1";"1";;"0";"021206";NACIONAL
"02";"07";"07";"00";"05";ANCASH         ;HUAYLAS                       ;PUEBLO LIBRE                  ;PUEBLO LIBRE                  ;"1";"0";;"0";"021207";NACIONAL
"02";"07";"08";"00";"05";ANCASH         ;HUAYLAS                       ;SANTA CRUZ                    ;HUARIPAMPA                    ;"1";"1";;"0";"021208";NACIONAL
"02";"07";"09";"00";"05";ANCASH         ;HUAYLAS                       ;YURACMARCA                    ;YURACMARCA                    ;"1";"0";;"0";"021210";NACIONAL
"02";"07";"10";"00";"05";ANCASH         ;HUAYLAS                       ;SANTO TORIBIO                 ;SANTO TORIBIO                 ;"1";"0";;"0";"021209";NACIONAL
"02";"08";"00";"00";"05";ANCASH         ;HUARI                         ;                              ;"05                            "; ;"0";;"0";"021000";NACIONAL
"02";"08";"01";"00";"05";ANCASH         ;HUARI                         ;HUARI                         ;HUARI                         ;"1";"0";;"0";"021001";NACIONAL
"02";"08";"02";"00";"05";ANCASH         ;HUARI                         ;CAJAY                         ;CAJAY                         ;"1";"0";;"0";"021003";NACIONAL
"02";"08";"03";"00";"05";ANCASH         ;HUARI                         ;CHAVIN DE HUANTAR             ;CHAVIN DE HUANTAR             ;"1";"0";;"0";"021004";NACIONAL
"02";"08";"04";"00";"05";ANCASH         ;HUARI                         ;HUACACHI                      ;HUACACHI                      ;R;"0";;"0";"021005";NACIONAL
"02";"08";"05";"00";"05";ANCASH         ;HUARI                         ;HUACHIS                       ;HUACHIS                       ;"1";"0";;"0";"021007";NACIONAL
"02";"08";"06";"00";"05";ANCASH         ;HUARI                         ;HUACCHIS                      ;HUACCHIS                      ;"1";"0";;"0";"021006";NACIONAL
"02";"08";"07";"00";"05";ANCASH         ;HUARI                         ;HUANTAR                       ;HUANTAR                       ;"1";"0";;"0";"021008";NACIONAL
"02";"08";"08";"00";"05";ANCASH         ;HUARI                         ;MASIN                         ;MASIN                         ;"1";"0";;"0";"021009";NACIONAL
"02";"08";"09";"00";"05";ANCASH         ;HUARI                         ;PAUCAS                        ;PAUCAS                        ;"1";"0";;"0";"021010";NACIONAL
"02";"08";"10";"00";"05";ANCASH         ;HUARI                         ;PONTO                         ;PONTO                         ;"1";"0";;"0";"021011";NACIONAL
"02";"08";"11";"00";"05";ANCASH         ;HUARI                         ;RAHUAPAMPA                    ;RAHUAPAMPA                    ;"1";"0";;"0";"021012";NACIONAL
"02";"08";"12";"00";"05";ANCASH         ;HUARI                         ;RAPAYAN                       ;RAPAYAN                       ;"1";"0";;"0";"021013";NACIONAL
"02";"08";"13";"00";"05";ANCASH         ;HUARI                         ;SAN MARCOS                    ;SAN MARCOS                    ;"1";"1";;"0";"021014";NACIONAL
"02";"08";"14";"00";"05";ANCASH         ;HUARI                         ;SAN PEDRO DE CHANA            ;CHANA                         ;"1";"0";;"1";"021015";NACIONAL
"02";"08";"15";"00";"05";ANCASH         ;HUARI                         ;UCO                           ;UCO                           ;"1";"0";;"0";"021016";NACIONAL
"02";"08";"16";"00";"05";ANCASH         ;HUARI                         ;ANRA                          ;ANRA                          ;"1";"0";;"0";"021002";NACIONAL
